organization,country_firm
Reliance Power,India
Reliance Retail,India
RITES,India
Royal Enfield,India
RPG Group,India
Rural Electrification Corporation,India
Sahara India Pariwar,India
Saravana Bhavan,India
SAS Motors,India
Sasken Technologies,India
Sea6 Energy,India
Shapoorji Pallonji Group,India
Shipping Corporation of India,India
Shoppers Stop,India
Shree Cement,India
Shree Ganesh Jewellery House,India
Shree Renuka Sugars,India
Shriram Group,India
Singareni Collieries Company,India
Skipper Limited,India
Snapdeal,India
Sobha Ltd.,India
Sonata Software,India
South Indian Bank,India
South Malabar Gramin Bank,India
Spice Telecom,India
SpiceJet,India
State Bank of India,India
Steel Authority of India,India
Sterlite Industries,India
Sterlite Technologies,India
Suminter India Organics,India
Sun Group,India
Sun Pharmaceutical,India
Surya Roshni Limited,India
Suzlon,India
Swaraj Mazda,India
Synthite,India
Tamil Nadu Newsprint and Papers Limited,India
Tamilnad Mercantile Bank Limited,India
Tata Advanced Systems,India
Tata Business Support Services,India
Tata Chemicals,India
Tata Communications,India
Tata Consultancy Services,India
Tata Global Beverages,India
Tata Group,India
Tata Interactive Systems,India
Tata Motors,India
Tata Power,India
Tata Sky,India
Tata Steel,India
Tata Steel BSL,India
Tata Technologies,India
Tech Mahindra,India
Terumo Penpol,India
Tessolve,India
The Himalaya Drug Company,India
The Hindu,India
The Times Group,India
Thermax,India
Titagarh Wagons,India
Titan Company,India
Torrent Group,India
Tractors and Farm Equipment Limited,India
TradeIndia,India
Travancore Cochin Chemicals,India
Travancore Titanium Products,India
TTK Prestige,India
T-Series,India
TVS Motor Company,India
UCO Bank,India
UltraTech Cement,India
Union Bank of India,India
Unitech Group,India
United Breweries Group,India
VA Tech Wabag,India
Vadilal,India
Vedanta Limited,India
V-Guard Industries,India
Vicco Group,India
Videocon,India
Vijaya Bank,India
VIP Industries,India
Visaka Industries,India
Visakhapatnam Steel Plant,India
Voltas,India
Voonik,India
VST Industries,India
Wadia Group,India
Walchandnagar Industries,India
Welspun Corp,India
Welspun Group,India
Welspun India,India
Welspun Syntex,India
West Bengal Electronics Industry Development Corporation  (WEBEL),India
West Bengal Power Development Corporation,India
West Bengal State Coop Bank,India
West Bengal State Electricity Distribution Company,India
West Bengal State Electricity Transmission Company,India
Wipro,India
XOLO,India
Yatra,India
Yebhi,India
Yepme,India
Yes Bank,India
Zandu Realty,India
Zee Entertainment Enterprises,India
Zee News,India
Zensar Technologies,India
Zerodha,India
Zoho Corporation,India
Zomato,India
Airfast Indonesia,Indonesia
Alumindo Light Metal Industry,Indonesia
Angkasa Pura,Indonesia
Astra International,Indonesia
Badak NGL,Indonesia
Bank Central Asia,Indonesia
Bank Danamon,Indonesia
Bank Mandiri,Indonesia
Bank Maspion,Indonesia
Bank Negara Indonesia,Indonesia
Bank Rakyat Indonesia,Indonesia
Bentoel Group,Indonesia
Bumi Resources,Indonesia
D~Net,Indonesia
Djarum,Indonesia
Dragon Computer & Communication,Indonesia
Elex Media Komputindo,Indonesia
Femina,Indonesia
Garuda Indonesia,Indonesia
Greenfields,Indonesia
Gudang Garam,Indonesia
Gunung Agung,Indonesia
Indocement Tunggal Prakarsa,Indonesia
Indofood,Indonesia
Indonesian Aerospace,Indonesia
Indonesian Bureau of Logistics,Indonesia
Indosat,Indonesia
Industri Kereta Api,Indonesia
Ispat International,Indonesia
Jalur Nugraha Ekakurir (JNE),Indonesia
Java Integrated Industrial and Port Estate,Indonesia
Jawa Pos Group,Indonesia
Kalbe Farma,Indonesia
Kedawung Setia Industrial,Indonesia
Kereta Api Indonesia,Indonesia
Kimia Farma,Indonesia
Kompas Gramedia Group,Indonesia
Krakatau Steel,Indonesia
Lion Air,Indonesia
Lippo Group,Indonesia
Maspion,Indonesia
Matahari,Indonesia
MedcoEnergi,Indonesia
Media Nusantara Citra,Indonesia
My Kopi-O!,Indonesia
Pabrik Kertas Indonesia,Indonesia
Pakuwon Jati,Indonesia
Panin Sekuritas,Indonesia
Penataran Angkatan Laut,Indonesia
Pegadaian,Indonesia
Pelni,Indonesia
Polygon Bikes,Indonesia
Pos Indonesia,Indonesia
Pertamina,Indonesia
Perusahaan Gas Negara,Indonesia
Perusahaan Listrik Negara,Indonesia
Petrokimia Gresik,Indonesia
"Phillip Securities Indonesia, PT",Indonesia
Pindad,Indonesia
PT Lapindo Brantas,Indonesia
PT Metro Supermarket Realty Tbk,Indonesia
Pupuk Kalimantan Timur,Indonesia
Salim Group,Indonesia
Sampoerna,Indonesia
Sat Nusapersada,Indonesia
Semen Indonesia,Indonesia
Siantar Top,Indonesia
Suparma,Indonesia
Susi Air,Indonesia
Telkom Indonesia,Indonesia
Telkomsel,Indonesia
Trans Corp,Indonesia
Unilever Indonesia,Indonesia
United Tractors,Indonesia
 Waskita,Indonesia
Wings,Indonesia
Wismilak Group,Indonesia
Ability with Innovation,Iraq
Agricultural Cooperative Bank of Iraq,Iraq
Al-Naser Airlines,Iraq
Asiacell,Iraq
Azmar Airlines,Iraq
Babylon Bank,Iraq
Baghdad Soft Drinks Co (BSDC),Iraq
Bank of Baghdad,Iraq
Basrah International Bank for Investment,Iraq
Central Bank of Iraq,Iraq
Dar Es Salaam Investment Bank,Iraq
Gulf Commercial Bank,Iraq
Industrial Bank of Iraq,Iraq
Iraq National Oil Company,Iraq
Iraq Stock Exchange,Iraq
Iraqi Airways,Iraq
Iraqi International Law Group,Iraq
Iraqi Islamic Bank,Iraq
Iraqi Oil Tankers Company,Iraq
Iraqi Telecommunications and Post Company,Iraq
Korek Telecom,Iraq
Midland Oil Company,Iraq
Missan Oil Company,Iraq
Mobitel (Iraq-Kurdistan),Iraq
North Oil Company,Iraq
Rafidain Bank,Iraq
Rasheed Bank,Iraq
Real Estate Bank of Iraq,Iraq
Rumaila Operating Organization,Iraq
Shield Group Security,Iraq
State Organization for Marketing of Oil,Iraq
South Oil Company,Iraq
Trade Bank of Iraq,Iraq
Warka Bank,Iraq
Zagrosjet,Iraq
A&G Management Consulting,Italy
A2A,Italy
Abarth,Italy
Abon Plastic,Italy
Aermacchi,Italy
Agip,Italy
AgustaWestland,Italy
AGV,Italy
Air Dolomiti,Italy
Air One,Italy
ALAN,Italy
Alenia Aermacchi,Italy
Alenia Aeronautica,Italy
Alessi,Italy
Alfa Romeo,Italy
Alitalia,Italy
Alleanza Assicurazioni,Italy
Alpinestars,Italy
Birra Amarcord,Italy
Andrea Moda,Italy
Anfatis,Italy
Angelini,Italy
Ansaldo Energia,Italy
Ansaldo STS,Italy
Aprilia,Italy
Arflex,Italy
Armani,Italy
Arnoldo Mondadori Editore,Italy
Artemide,Italy
Assicurazioni Generali,Italy
Astaldi,Italy
Atala,Italy
Autobianchi,Italy
Autogrill,Italy
Avio,Italy
Azimut Yachts,Italy
B Engineering,Italy
B&B Italia,Italy
Banca Carige,Italy
Banca Monte dei Paschi di Siena,Italy
Banca Nazionale del Lavoro,Italy
Banca Popolare di Milano,Italy
Banco Popolare,Italy
Bandini Automobili,Italy
Barilla Group,Italy
Basso Bikes,Italy
Benelli Armi SpA,Italy
Benelli,Italy
Benetti,Italy
Benetton Group,Italy
Bennet,Italy
Beretta,Italy
Bertolli,Italy
Beta,Italy
Bettanin & Venturi,Italy
Bianchi,Italy
Bimota,Italy
Birel,Italy
Birra Ichnusa,Italy
Birra Menabrea,Italy
Birra Moretti,Italy
Birrificio Angelo Poretti,Italy
Bizzarrini,Italy
Blue Panorama Airlines,Italy
Blufin,Italy
Bompiani,Italy
Bontempi,Italy
Bontoni,Italy
Borrani,Italy
Borsalino,Italy
Bottecchia,Italy
B-P Battioni e Pagani S.p.A.,Italy
Braccialini,Italy
 Bracco Group,Italy
Breda,Italy
Brembo,Italy
Brioni,Italy
Brionvega,Italy
Brondi,Italy
Bruno Magli,Italy
Buitoni,Italy
Bulgari,Italy
Buzzi Unicem,Italy
C.A.I. Second,Italy
Cagiva,Italy
Caltagirone Editore,Italy
Cambiocasa,Italy
Campagnolo,Italy
Campari Group,Italy
Canali,Italy
Candy,Italy
Caraceni,Italy
Carpigiani,Italy
Carrera Sunglasses,Italy
Carrozzeria Boneschi,Italy
Carrozzeria Castagna,Italy
Carrozzeria Ghia,Italy
Carrozzeria Marazzi,Italy
Carrozzeria Scaglietti,Italy
Carrozzeria Touring,Italy
Casa Ricordi,Italy
Cassina S.p.A.,Italy
Castagnari,Italy
CDS Holding,Italy
Chicco,Italy
Chiesi Farmaceutici S.p.A.,Italy
Cinelli,Italy
Cinzano,Italy
Cirio,Italy
Class Editori,Italy
Colnago,Italy
Colotti Trasmissioni,Italy
Columbus,Italy
Comau,Italy
Comus S.p.A.,Italy
COMVERT S.r.l.,Italy
Conad,Italy
Coop,Italy
Coppola Industria Alimentare,Italy
Corneliani,Italy
Costa Crociere,Italy
Crumar,Italy
Dainese,Italy
Dallara,Italy
Damiani,Italy
Danieli,Italy
Dario Pegoretti,Italy
De Agostini,Italy
De Cecco,Italy
De Rosa,Italy
De Tomaso,Italy
Dell'Orto,Italy
DeLonghi,Italy
Design42Day,Italy
Di Blasi Industriale,Italy
Diadora,Italy
Diesel,Italy
Dolce & Gabbana,Italy
DR Motor Company,Italy
Ducati,Italy
Ducati Energia,Italy
Durst,Italy
Edison,Italy
Edoardo Raffinerie Garrone (ERG),Italy
Eko guitars,Italy
Ellesse,Italy
Enel,Italy
Energica Motor Company,Italy
Eni,Italy
Ermenegildo Zegna,Italy
Erreà,Italy
Esselunga,Italy
Etro,Italy
Eurofly,Italy
Fabbrica Ligure Automobili Genova,Italy
Fratelli Fabbri Editori,Italy
Fabbri Group,Italy
Facchini Group,Italy
Faema,Italy
Falck Group,Italy
FAMARS,Italy
Fantic Motor,Italy
Farfisa,Italy
Fazioli,Italy
Fedrigoni,Italy
Feltrinelli,Italy
Fendi,Italy
Ferrari,Italy
Ferrero SpA,Italy
Ferretti Group,Italy
Fiat Automobiles,Italy
Fincantieri,Italy
Fiocchi Munizioni,Italy
Fioravanti,Italy
Fondiaria-Sai,Italy
Fondmetal,Italy
Fornasari,Italy
Forst,Italy
Franchi,Italy
Frera,Italy
Frette,Italy
Fulcrum Wheels,Italy
Fulgor,Italy
Gaggia,Italy
Gancia,Italy
Gardaland,Italy
Garelli Motorcycles,Italy
Garlando,Italy
GDE Bertoni,Italy
GEDI Gruppo Editoriale,Italy
Geox,Italy
Ghezzi & Brian,Italy
Gilera,Italy
Gio. Ansaldo & C.,Italy
Graziano Trasmissioni,Italy
Gruppo Bertone,Italy
Gruppo Riva,Italy
Gucci,Italy
Guerciotti,Italy
Gufram,Italy
Hera Group,Italy
Hitachi Rail Italy,Italy
I.DE.A Institute,Italy
Illy,Italy
Impresa Pizzarotti,Italy
Indesit Company,Italy
Innocenti,Italy
Integration Objects,Italy
Intermarine,Italy
Intesa Sanpaolo,Italy
Iride Bicycles,Italy
Iso,Italy
Isotta Fraschini,Italy
Italcementi,Italy
Italdesign Giugiaro,Italy
Italjet,Italy
Iveco,Italy
Kappa,Italy
Kiton,Italy
Krizia,Italy
Kuota,Italy
La Perla,Italy
La Rinascente,Italy
La Sportiva,Italy
Lagostina,Italy
Lamborghini,Italy
Lambretta,Italy
Lancia,Italy
Landi Renzo,Italy
Lavazza,Italy
Laverda,Italy
Leonardo S.p.A.,Italy
Livingston Energy Flight,Italy
Loacker,Italy
Loro Piana,Italy
Lotto Sport Italia,Italy
Luigi Borrelli,Italy
Luxottica,Italy
Macron,Italy
Magneti Marelli,Italy
Magni,Italy
Malaguti,Italy
Mandarina Duck,Italy
Manfrotto,Italy
Mapei,Italy
Marni,Italy
Martini & Rossi,Italy
Marzocchi,Italy
Marzotto,Italy
Maserati,Italy
Massimo Zanetti Beverage Group,Italy
Max Mara,Italy
Mediobanca,Italy
Memphis Group,Italy
Menarini,Italy
Meridiana,Italy
Miche,Italy
Milano Assicurazioni,Italy
Minarelli,Italy
Minardi,Italy
Missoni,Italy
Miu Miu,Italy
Mivar,Italy
Moby Lines,Italy
Momo,Italy
Mondial,Italy
Morbidelli,Italy
Moretti Motor Company,Italy
Moschino,Italy
Moser Cicli,Italy
Moto Guzzi,Italy
Moto Morini,Italy
Moto Rumi,Italy
Motobi,Italy
MV Agusta,Italy
Nardi,Italy
Natuzzi,Italy
Neos,Italy
New Holland Construction,Italy
Nolan,Italy
Nordica,Italy
Novarossi,Italy
Nuova Cometra,Italy
Nuovo Banco Ambrosiano,Italy
OSCA,Italy
Officine Meccaniche,Italy
Olidata,Italy
Olivetti,Italy
OMAS,Italy
OMP Racing,Italy
Onda Mobile Communication,Italy
Osella,Italy
Ostoni,Italy
OTO Melara,Italy
OZ Group,Italy
Pagani,Italy
Pal Zileri,Italy
Panerai,Italy
Panini Comics,Italy
Parmalat,Italy
Partenavia,Italy
Paton,Italy
Peg Perego,Italy
Perazzi,Italy
Perfetti Van Melle,Italy
Perini Navi,Italy
Permasteelisa,Italy
Peroni S.p.A.,Italy
Persol,Italy
Perugina,Italy
Piaggio Aerospace,Italy
Piaggio,Italy
Pinarello,Italy
Pininfarina,Italy
Pirelli,Italy
Pogliaghi,Italy
Police,Italy
Poste Air Cargo,Italy
Poste italiane,Italy
Prada,Italy
Prinetti & Stucchi,Italy
Prysmian Group,Italy
Rancilio,Italy
RCS MediaGroup,Italy
Rifle,Italy
Rizzani de Eccher,Italy
Sabelt,Italy
Saeco,Italy
Safilo,Italy
Salini Impregilo,Italy
Salvatore Ferragamo S.p.A.,Italy
San Pellegrino,Italy
Saras S.p.A.,Italy
Seleco,Italy
Selex ES,Italy
Sergio Rossi,Italy
Shy,Italy
Siae Microelettronica,Italy
SIAI-Marchetti,Italy
Sicom test,Italy
Sigma-Tau,Italy
Simmel Difesa,Italy
Smeg,Italy
Snam,Italy
SNAV,Italy
Società Generale Immobiliare,Italy
Società Torinese Automobili Rapid,Italy
Soilmec,Italy
Somec,Italy
Sparco,Italy
SPEA,Italy
Suomy,Italy
Superga,Italy
Tanfoglio,Italy
Techint,Italy
Technogym,Italy
Terra Modena,Italy
Tirrenia,Italy
Tod's,Italy
Trussardi,Italy
Tuaca,Italy
UBI Banca,Italy
UniCredit,Italy
Unipol,Italy
UnoAErre,Italy
Valentino SpA,Italy
Versace,Italy
Vespa,Italy
VF Venieri,Italy
Viberti,Italy
Vibram,Italy
Vignale,Italy
Viscount,Italy
VM Motori,Italy
Voiello,Italy
Vyrus,Italy
Wilier Triestina,Italy
YOOX Net-a-Porter Group,Italy
Zagato,Italy
Zambon,Italy
Zamperla,Italy
Zanussi,Italy
Air Astana,Kazakhstan
Berkut Air,Kazakhstan
Bogatyr Access Komir,Kazakhstan
BTA Bank,Kazakhstan
Ekibastuz GRES-2 Power Station,Kazakhstan
Eurasian Bank,Kazakhstan
Euro-Asia Air,Kazakhstan
Halyk Bank,Kazakhstan
KazakhGold,Kazakhstan
Kazakhmys,Kazakhstan
Kazatomprom,Kazakhstan
Kazkommertsbank,Kazakhstan
KazMunaiGas Exploration Production,Kazakhstan
KazMunayGas,Kazakhstan
KazTransOil,Kazakhstan
Kazzinc,Kazakhstan
KEGOC,Kazakhstan
SCAT,Kazakhstan
Semeyavia,Kazakhstan
Tengizchevroil,Kazakhstan
Vostochny Coal Mine,Kazakhstan
Zamanbank,Kazakhstan
Agility Logistics,Kuwait
Alghanim Industries,Kuwait
Al-Mulla Group,Kuwait
Americana Group,Kuwait
Boubyan Bank,Kuwait
Burgan Bank,Kuwait
Central Bank of Kuwait,Kuwait
Cinescape,Kuwait
Fast Telecommunications,Kuwait
Gulf Bank of Kuwait,Kuwait
Gulf Investment House,Kuwait
Gulfsat,Kuwait
Industrial Bank of Kuwait,Kuwait
Jazeera Airways,Kuwait
KIPCO (Kuwait Projects Company),Kuwait
Kuwait Airways,Kuwait
Kuwait Finance House (KFH),Kuwait
Kuwait National Petroleum Company,Kuwait
Kuwait Oil Company,Kuwait
"Kuwait Oxygen And Acetylene Company, subsidiary of Gulf Cryo",Kuwait
Kuwait Petroleum Corporation,Kuwait
Kuwait Petroleum International,Kuwait
M. A. Kharafi & Sons,Kuwait
Maseelah Trading Company,Kuwait
M.H. Alshaya Co.,Kuwait
National Bank of Kuwait,Kuwait
NBK Capital,Kuwait
Qualitynet,Kuwait
Safir Hotels & Resorts,Kuwait
The Sultan Center,Kuwait
United Fisheries of Kuwait,Kuwait
United Networks,Kuwait
Zain,Kuwait
Adventa,Malaysia
AirAsia,Malaysia
AmBank,Malaysia
Astro Malaysia Holdings,Malaysia
Astro Radio,Malaysia
Axiata,Malaysia
Berjaya Group,Malaysia
Bonia,Malaysia
Boustead Holdings,Malaysia
BSA Manufacturing,Malaysia
Bufori,Malaysia
Bumiputra-Commerce Holdings,Malaysia
Bursa Malaysia,Malaysia
Capital Dynamics,Malaysia
Celcom,Malaysia
CIMB,Malaysia
Digi Telecommunications,Malaysia
DRB-HICOM,Malaysia
Edaran Otomobil Nasional (EON),Malaysia
Friendster,Malaysia
Gamuda Berhad,Malaysia
Genting Group,Malaysia
Giant Hypermarket,Malaysia
Golden Hope,Malaysia
Golden Screen Cinemas,Malaysia
Guthrie,Malaysia
HELP International Corporation,Malaysia
Hong Leong Bank,Malaysia
iMoney.my,Malaysia
IOI Group,Malaysia
Iskandar Investment Berhad,Malaysia
The Italian Baker,Malaysia
Jaring,Malaysia
Jirnexu,Malaysia
JobStreet.com,Malaysia
Johor Corporation,Malaysia
Johor Land Berhad,Malaysia
Khazanah Nasional,Malaysia
Khind Holdings Berhad,Malaysia
KLCC Properties,Malaysia
Keretapi Tanah Melayu (KTM),Malaysia
Konsortium Transnasional (KTB),Malaysia
Kossan Rubber Industries,Malaysia
Kulim (Malaysia) Berhad,Malaysia
Lam Eng Rubber,Malaysia
Lion Group,Malaysia
Magnum Corporation,Malaysia
Maybank,Malaysia
Malaysia Airlines,Malaysia
Malaysia Airports,Malaysia
Marrybrown,Malaysia
Maxis Communications,Malaysia
MBO Cinemas,Malaysia
Media Prima Berhad,Malaysia
MIMOS,Malaysia
MISC Berhad,Malaysia
Modenas,Malaysia
MUI Group,Malaysia
Mydin,Malaysia
NAZA Group,Malaysia
New Straits Times Press,Malaysia
OYL Industries,Malaysia
Parkson,Malaysia
Pensonic,Malaysia
Permodalan Nasional Berhad,Malaysia
Perodua,Malaysia
Petronas,Malaysia
PLUS,Malaysia
Pos Malaysia,Malaysia
PPB Group,Malaysia
Prasarana Malaysia,Malaysia
Proton Holdings,Malaysia
Public Bank Berhad,Malaysia
Ramly Group,Malaysia
Ranhill Holdings Berhad,Malaysia
Resort World,Malaysia
RHB Bank,Malaysia
Royal Selangor,Malaysia
Scientex Incorporated Berhad,Malaysia
Scomi,Malaysia
Sime Darby,Malaysia
SIRIM,Malaysia
Sunway Group,Malaysia
Supermax,Malaysia
Tan Chong Motor,Malaysia
Tanjong,Malaysia
Tenaga Nasional,Malaysia
Telekom Malaysia (TM),Malaysia
TGV Cinemas,Malaysia
Top Glove,Malaysia
U Mobile,Malaysia
UEM Group,Malaysia
UMW Holdings,Malaysia
VADS,Malaysia
ViTrox,Malaysia
Wah Seong Corporation,Malaysia
Wasco Energy,Malaysia
YTL Corporation,Malaysia
Aeroméxico Connect,Mexico
Aeroméxico,Mexico
Aeromexpress,Mexico
AeroUnion,Mexico
Ah Cacao Real Chocolate,Mexico
ALFA,Mexico
Alpek,Mexico
Alpura,Mexico
Altos Hornos de México,Mexico
América Móvil,Mexico
Arca Continental,Mexico
Argos Comunicación,Mexico
AT&T Mexico,Mexico
Aurrerá,Mexico
Autobuses de Oriente (ADO),Mexico
Aviacsa,Mexico
Avolar,Mexico
Axtel,Mexico
Azteca,Mexico
Bachoco,Mexico
Banco Azteca,Mexico
Banco Santander (Mexico),Mexico
Bancomext,Mexico
Banorte,Mexico
BanRegio,Mexico
Barcel,Mexico
BBVA Bancomer,Mexico
Benedetti's Pizza,Mexico
Cablemás,Mexico
Calimax,Mexico
Camino Real,Mexico
Carso Global Telecom,Mexico
Casa Ley,Mexico
Cemento Cruz Azul,Mexico
Cemex,Mexico
Chedraui,Mexico
Cinemex,Mexico
Cinépolis,Mexico
City Club,Mexico
Comercial Mexicana,Mexico
Comex Group,Mexico
Comisión Federal de Electricidad,Mexico
Consejo Mundial de Lucha Libre,Mexico
Consorcio ARA,Mexico
Correos de México,Mexico
Cuauhtémoc Moctezuma Brewery,Mexico
Cervecería Baja California,Mexico
DINA S.A.,Mexico
El Palacio de Hierro,Mexico
Estafeta Carga Aérea,Mexico
Expansión,Mexico
Falco Electronics,Mexico
Farmacias Benavides,Mexico
FEMSA,Mexico
Gamesa,Mexico
Gorditas Doña Tota,Mexico
Gruma,Mexico
Grupo Aeroportuario del Sureste,Mexico
Grupo Anderson's,Mexico
Grupo Bimbo,Mexico
Grupo Carso,Mexico
Grupo CIE,Mexico
Grupo Elektra,Mexico
Grupo Famsa,Mexico
Grupo Financiero Banamex,Mexico
Grupo Lala,Mexico
Grupo México,Mexico
Grupo Modelo,Mexico
Grupo Omnilife,Mexico
Grupo Posadas,Mexico
Grupo Reforma,Mexico
Grupo Salinas / Grupo Azteca,Mexico
Grupo Sanborns,Mexico
HSBC Mexico,Mexico
Hydra Technologies,Mexico
Banco Inbursa,Mexico
Interjet,Mexico
Italika,Mexico
Jarritos,Mexico
Jumex,Mexico
Kyoto Electronics,Mexico
La Costeña,Mexico
Lanix,Mexico
El Puerto de Liverpool,Mexico
Lucha Libre AAA World Wide,Mexico
Mabe,Mexico
Mastretta,Mexico
Mayordomo,Mexico
Meebox,Mexico
Mexicana de Aviación,Mexico
MexicanaClick,Mexico
Mexichem,Mexico
Mexico City Metrobús,Mexico
MVS Comunicaciones,Mexico
Ocesa Teatro,Mexico
OXXO,Mexico
Paletería La Michoacana,Mexico
Pascual Boing,Mexico
Pemex,Mexico
Peñoles,Mexico
PYOSA,Mexico
Restaurante Arroyo,Mexico
Sabritas,Mexico
Satmex,Mexico
Sauza Tequila,Mexico
Selther,Mexico
Semex,Mexico
Señor Frog's,Mexico
Sigma Alimentos,Mexico
Softtek,Mexico
Soriana,Mexico
TAESA Lineas Aéreas,Mexico
Televisa,Mexico
Telmex,Mexico
Tequila Herradura,Mexico
Cerveza Tijuana,Mexico
Urbi,Mexico
Videxport,Mexico
VivaAerobús,Mexico
Volaris,Mexico
World Boxing Council (WBC),Mexico
Zonda Telecom,Mexico
2M TV,Morocco
Acima,Morocco
Agma Lahlou-Tazi,Morocco
Air Arabia Maroc,Morocco
Akwa Group,Morocco
Attijariwafa Bank,Morocco
Banque Commerciale du Maroc,Morocco
Banque Populaire du Maroc (BCP),Morocco
BMCE Bank,Morocco
BMCI,Morocco
Casa Air Service,Morocco
Casablanca Stock Exchange,Morocco
Comarit,Morocco
